"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"Chiron AS",1,"","","","","","","Chemical Vendors","http://www.chiron.no/en/",23613,"Chiron AS","Jenny Button","Stiklestadveien 1","Trondheim","Trondelag",7041,"Norway","2019/07/17","Chiron AS provides the scientific community worldwide with sophisticated solutions for difficult chemical analysis. Since 1983 Chiron has supplied reference standards, fine chemicals and reagents for toxicological, pharmaceutical, environmental, food safety, petroleum and geochemical analysis. Chiron also provides a custom synthesis service.","","",""
"Chris Southan",70,"","","","","","","Curation Efforts","https://www.ed.ac.uk/medicine-vet-medicine",936,"Deanery of Biomedical Sciences, University of Edinburgh","Christopher Southan","Vallhamnsgatan","Goteborg","Vastra Gotland",42166,"Sweden","2022/02/10","Submissions associated with various collaborations","","",""
"Chung Lab, Department of Pediatrics, Emory University",2000,"",1,"",2000,"","","Research and Development","http://directory.service.emory.edu/?eodentry=P6768264",15218,"Emory University","Wook Joon Chung","1760 Haygood Drive, Suite E-294","Atlanta","Georgia",35233,"United States","2016/11/22","","","",""
"Circadian Research, Kay Laboratory, University of California at San Diego (UCSD)",1281,"",2,"",1281,"","","Legacy Depositors, Research and Development","https://ccb.ucsd.edu/","Circadian Research, Kay Laboratory, University of California at San Diego (UCSD)","Cell and Developmental Biology, Division of Biological Sciences, University of California San Diego","Steve Kay","9500 Gilman Drive","La Jolla","CA",92093,"United States","2011/10/21","","","",""
"Ciulli Lab, Division of Biological Chemistry and Drug Discovery, University of Dundee",2,"","","","","","","Research and Development","http://www.lifesci.dundee.ac.uk/groups/alessio-ciulli/",15358,"Division of Biological Chemistry and Drug Discovery, University of Dundee","Alessio Ciulli","Dow Street","Dundee","","DD1 5EH","United Kingdom","2017/01/10","The Ciulli Lab targets proteins in the Ubiquitin and Chromatin systems. It is based within the Division of BCDD at the School of Life Sciences, University of Dundee","","",""
"Clearsynth",92887,"","","","","","","Chemical Vendors","https://www.clearsynth.com/en/",10614,"CLEARSYNTH CANADA INC.","shermishtha s","118 Queen Street, W","Brampton","Ontario","L6X 1A4","Canada","2019/11/30","Clearsynth is a technology based, research driven enterprise with the World's Largest Inventory of Reference Standards & Research Chemicals. We specialize in Innovative Organic chemistry and synthesis of Unique Complex Molecules, Stable Isotope Labelled compounds, Metabolites, Impurities, Glucuronides, Chiral Compounds, Conjugate Impurities, and Radioactive Labelled Compounds.","","",""
"ClinicalTrials.gov","","","","","",10672,"","Governmental Organizations","https://clinicaltrials.gov/",15362,"National Center for Biotechnology Information, National Library of Medicine","Clinical Trials Staff","8600 Rockville Pike","Bethesda","MD",20894,"United States","2022/07/15","ClinicalTrials.gov is an NIH registry and results database of publicly and privately supported clinical studies of human participants conducted around the world.","https://clinicaltrials.gov/ct2/about-site/terms-conditions#Use","The ClinicalTrials.gov data carry an international copyright outside the United States and its Territories or Possessions. Some ClinicalTrials.gov data may be subject to the copyright of third parties; you should consult these entities for any additional terms of use.",""
"Clinivex",27013,"","","","","","","Chemical Vendors","https://theclinivex.com/",25347,"Clinivex","Parag Patel","Unit 18, 705 Progress Ave","Scarborough","Ontario","M1H 2X1","Canada","2022/06/06","Clinivex is an ISO 9001:2015 certified worldwide leading manufacturer and supplier of high-quality innovative research chemicals, pharmaceutical reference standards, life science products, primary care products, laboratory consumables and equipment to the scientific community. Labs are located in Scarborough, Canada and Wuhan, China.","","",""
"CLRI (CSIR)",5,"","","","","","","Legacy Depositors, Research and Development","http://www.clri.org","CLRI (CSIR)","Central Leather Research Institute","A Gnanamani","Adyar","Chennai","Tamil Nadu",600020,"India","2011/08/01","","","",""
"CMLD-BU",1629,"","","","","","","Legacy Depositors, Research and Development","https://www.bu.edu/chemistry/faculty/schaus/","CMLD-BU","Boston University","Scott Schaus","590 Commonwealth Avenue","Boston","MA",02215,"United States","2006/10/09","Center for Chemical Methodology and Library Development at Boston University","","",""
"Collaborative Drug Discovery, Inc.",1431760,"","","","","",1,"Subscription Services","https://www.collaborativedrug.com",853,"Collaborative Drug Discovery, Inc.","Krishna Dole","1633 Bayshore Hwy, Ste 342","Burlingame","CA",94010,"United States","2018/08/29","","","",""
"Columbia University Molecular Screening Center",399,"",33,"",197177,"","","Legacy Depositors, NIH Initiatives","http://ycmd.yale.edu/","Columbia University Molecular Screening Center","Columbia University","Lars Branden","1150 St.Nicholas Avenue, Russ Berrie Med.Sci.Pav. 5th floor","New York","NY",10032,"United States","2011/03/04","","","",""
"Combi-Blocks",143424,"","","","","","","Chemical Vendors","http://www.combi-blocks.com",22090,"Combi-Blocks, Inc.","Indy Wu","7949 SILVERTON AVE SUITE 915","San Diego","CA",92126,"United States","2018/05/30","COMBI-BLOCKS is a research-based manufacturer and worldwide supplier of combinatorial building blocks, organics and fine chemicals. Our main product lines include boronic acids, imidazoles, indoles and oxindoles, anilines, nitrobenzenes, tetrahydropyrans, thiazoles, pyrroles, pyridines and carboxylic acids.","","",""
"Commission on Isotopic Abundances and Atomic Weights (CIAAW), International Union of Pure and Applied Chemistry (IUPAC)","","","","","",118,"","Governmental Organizations","https://ciaaw.org/",15673,"International Union of Pure and Applied Chemistry (IUPAC)","IUPAC Staff","79 T.W. Alexander Drive","Research Triangle Park","NC",27709,"United States","2022/05/27","The International Union of Pure and Applied Chemistry (IUPAC) is the world authority on chemical nomenclature and terminology, including the naming of new elements in the periodic table; on standardized methods for measurement; and on atomic weights, and many other critically-evaluated data. Commission on Isotopic Abundances and Atomic Weights (CIAAW )is charged with the critical evaluation and dissemination of the atomic weights.","http://www.ciaaw.org/bylaws.htm","",""
"Comparative Toxicogenomics Database (CTD)",17666,"","","","",20014,"","Research and Development, Curation Efforts","http://ctdbase.org/","Comparative Toxicogenomics Database","North Carolina State University","Thomas Wiegers","North Carolina State University Department of Biological Sciences 3510 Thomas Hall Campus Box 7614","Raleigh","NC",27695,"United States","2022/07/19","CTD is a robust, publicly available database that aims to advance understanding about how environmental exposures affect human health.","http://ctdbase.org/about/legal.jsp","It is to be used only for research and educational purposes. Any reproduction or use for commercial purpose is prohibited without the prior express written permission of NC State University.",""
"Compass Remediation Chemicals",4,"","","","","","","Chemical Vendors","https://compassremediation.com/",20921,"Compass Remediation Chemicals","Robyn Capella","2028 East Ben White Blvd #240-1974","Austin","TX",78741,"United States","2018/01/19","Compass Remediation Chemicals offers a variety of chemicals for remediation of chlorinated solvents, hydrocarbons, heavy metals, and other contaminants. We also provide design consultation for our clients for site remediation.","","",""
"Consumer Product Information Database (CPID)","","","","","",4424,1,"Governmental Organizations","https://www.whatsinproducts.com/",23234,"DELIMA ASSOCIATES","Henry DeLima","1227 Providence Terrace","McLean","VA",22101,"United States","2021/06/16","The Consumer Product Information Database (CPID) contains health effects information for products used in the home and in some commercial/institutional settings that contain chemicals. The CPID is unique in that it will, for the first time, link brand names to health effects and allow consumers to select brands based on their individual sensitivity to specific chemical ingredients.","https://www.whatsinproducts.com/contents/view/1/6","Copyright (c) 2021 DeLima Associates. All rights reserved. 
Unless otherwise indicated, all materials from CPID are copyrighted by DeLima Associates. No part of these materials, either text or image may be used for any purpose other than for personal use. Therefore, reproduction, modification, storage in a retrieval system or retransmission, in any form or by any means, electronic, mechanical or otherwise, for reasons other than personal use, is strictly prohibited without prior written permission.",""
"Cooperative Patent Classification (CPC)","","","","","","",1,"Governmental Organizations","https://www.cooperativepatentclassification.org",24823,"United States Patent and Trademark Office (USPTO) and European Patent Office (EPO)","USPTO and EPO Staff","600 Dulany Street","Alexandria","VA",22314,"United States","2022/05/25","The Cooperative Patent Classification (CPC) is the result of a partnership between the EPO and the USPTO in their joint effort to develop a common, internationally compatible classification system for technical documents, in particular patent publications, which will be used by both offices in the patent granting process.","","",""
"CoreSyn",4106,"","","","","","","Chemical Vendors","http://www.coresyn.com/",11977,"coresyn","core syn","Joinhands Sci Park No.4028 Nanhuan RD","Hangzhou","zhejiang",310053,"China","2016/03/18","","","",""
"Corson Lab, School of Medicine, Indiana University",20231,"",1,"",20231,"","","Research and Development","https://medicine.iu.edu/faculty-labs/corson",24913,"IUSM-Ophthalmology","Kamakshi Sishtla","1160 W. Michigan St","Indianapolis","IN",46202,"United States","2021/11/24","The Corson Lab, School of Medicine, Indiana University is focused on finding the mechanisms behind and treatments for pathological ocular neovascularization.","","",""
"Cosutin Industrial",11,"","","","","","","Chemical Vendors","https://www.cosutin.com",24085,"Cosutin Industrial Co., Limited","Ryan Cao","UNIT B, 10/F LEE MAY BUILDING 788-790 NATHAN ROAD, MONGKOK, KOWLOON","Hong Kong","Hong Kong",000000,"Hong Kong","2020/04/28","Cosutin Industrial Co., Limited is a raw material supplier for polyurethane, adhesive, solvent, coating, refrigerant and so on.","","",""
"COVID-19 Disease Map","","","","","",19,"","Curation Efforts","https://covid.pages.uni.lu/",24177,"University of Luxembourg","COVID-19_DiseaseMap Staff","6, avenue du","Swing","Belvaux","L-4367","Luxembourg","2022/05/18","The COVID-19 Disease Map shares resources and best practices to develop a disease map for COVID-19. The project is an international, community-driven effort. It aims to establish a knowledge repository on virus-host interaction mechanisms specific to the SARS-CoV-2. The COVID-19 Disease Map is an assembly of molecular interaction diagrams established based on literature evidence.","","Creative Commons Attribution 4.0 (https://creativecommons.org/licenses/by/4.0/)",20
"Creasyn Finechem",494,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.creasyn.com","Creasyn Finechem","Creasyn Finechem(Tianjin) Co., Ltd.","Jennifer Liu","Tianjin Hi-tech Industrial Pa","Tianjin","Tianjin",300384,"China","2021/12/13","Formed in 2008 by Organic chemistry professionals, Creasyn Finechem (Tianjin) Co., Ltd is a China-based company specializing in synthesizing of organic fine chemicals and intermediates for use in development and production applications.
Creasyn Finechem has both expertise and flexibility at free radical substitution, nucleophilic and electrophilic substitution under low temperature, cyclization, organometallic reactions. With an excellent team of experienced, creative chemists, We has successfully developed series of secondary Amines, Benzyl Bromides, Pyridazines, Pyridines, Pyrimidines, Carbonyl acids and derivatives compounds. Synthesizing batches include grams, kilograms, and tonnage scale.","","",""
